"filename", "language", "JavaScript", "XML", "CSS", "Markdown", "JSON", "Groovy", "HTML", "comment", "blank", "total"
"c:\Users\User\Desktop\work\youwho.club\src\pages\blog.js", "JavaScript", 94, 0, 0, 0, 0, 0, 0, 1, 6, 101
"c:\Users\User\Desktop\work\youwho.club\src\pages\checkoutCancel.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\User\Desktop\work\youwho.club\src\pages\checkoutSuccess.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 10, 35
"c:\Users\User\Desktop\work\youwho.club\src\pages\contact-us.js", "JavaScript", 258, 0, 0, 0, 0, 0, 0, 2, 9, 269
"c:\Users\User\Desktop\work\youwho.club\src\pages\dashboard.js", "JavaScript", 132, 0, 0, 0, 0, 0, 0, 18, 17, 167
"c:\Users\User\Desktop\work\youwho.club\src\pages\display.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\User\Desktop\work\youwho.club\src\pages\guide.js", "JavaScript", 422, 0, 0, 0, 0, 0, 0, 4, 21, 447
"c:\Users\User\Desktop\work\youwho.club\src\pages\home.js", "JavaScript", 53, 0, 0, 0, 0, 0, 0, 34, 6, 93
"c:\Users\User\Desktop\work\youwho.club\src\pages\main-gallery.js", "JavaScript", 171, 0, 0, 0, 0, 0, 0, 4, 15, 190
"c:\Users\User\Desktop\work\youwho.club\src\pages\mainGallery.js", "JavaScript", 345, 0, 0, 0, 0, 0, 0, 27, 23, 395
"c:\Users\User\Desktop\work\youwho.club\src\pages\privacyPolicy.js", "JavaScript", 137, 0, 0, 0, 0, 0, 0, 0, 7, 144
"c:\Users\User\Desktop\work\youwho.club\src\pages\profile.js", "JavaScript", 289, 0, 0, 0, 0, 0, 0, 7, 16, 312
"c:\Users\User\Desktop\work\youwho.club\src\pages\searchPage.js", "JavaScript", 245, 0, 0, 0, 0, 0, 0, 2, 12, 259
"c:\Users\User\Desktop\work\youwho.club\src\pages\termsOfService.js", "JavaScript", 89, 0, 0, 0, 0, 0, 0, 0, 6, 95
"c:\Users\User\Desktop\work\youwho.club\src\pages\transfer.js", "JavaScript", 83, 0, 0, 0, 0, 0, 0, 14, 5, 102
"c:\Users\User\Desktop\work\youwho.club\src\pages\verifyMail.js", "JavaScript", 259, 0, 0, 0, 0, 0, 0, 16, 31, 306
"c:\Users\User\Desktop\work\youwho.club\src\pages\walletPage.js", "JavaScript", 48, 0, 0, 0, 0, 0, 0, 25, 8, 81
"c:\Users\User\Desktop\work\youwho.club\src\pages\weblog.js", "JavaScript", 193, 0, 0, 0, 0, 0, 0, 4, 9, 206
"c:\Users\User\Desktop\work\youwho.club\src\redux\actions.js", "JavaScript", 322, 0, 0, 0, 0, 0, 0, 31, 21, 374
"c:\Users\User\Desktop\work\youwho.club\src\redux\cartReducer.js", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 56, 13, 133
"c:\Users\User\Desktop\work\youwho.club\src\redux\store.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 3, 6, 49
"c:\Users\User\Desktop\work\youwho.club\src\redux\unclaimedDepositReducer.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 2, 6, 28
"c:\Users\User\Desktop\work\youwho.club\src\redux\userReducer.js", "JavaScript", 73, 0, 0, 0, 0, 0, 0, 7, 5, 85
"c:\Users\User\Desktop\work\youwho.club\src\reportWebVitals.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\User\Desktop\work\youwho.club\src\setupTests.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\Users\User\Desktop\work\youwho.club\src\utils\api.js", "JavaScript", 42, 0, 0, 0, 0, 0, 0, 0, 2, 44
"c:\Users\User\Desktop\work\youwho.club\src\utils\api_wrapper.js", "JavaScript", 76, 0, 0, 0, 0, 0, 0, 2, 2, 80
"c:\Users\User\Desktop\work\youwho.club\src\utils\data\auth_api.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\User\Desktop\work\youwho.club\src\utils\data\health_api.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\User\Desktop\work\youwho.club\src\utils\data\market_api.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\User\Desktop\work\youwho.club\src\utils\data\public_api.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\User\Desktop\work\youwho.club\src\utils\signatureUtils.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 7, 10, 38
"c:\Users\User\Desktop\work\youwho.club\src\utils\utils.js", "JavaScript", 69, 0, 0, 0, 0, 0, 0, 1, 3, 73
"Total", "-", 25736, 2506, 472, 3, 34112, 15, 32, 2101, 1887, 66864
